ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount,date
1,1013.1,1023.6,10.7,8.1,84,0.5,130,2.1,30,0,0,...,0,...,0,...,2021/1/2
2,1012.9,1023.4,10.9,7.8,81,0.3,50,2.3,30,0,0,...,0,12,0,3,2021/1/2
3,1013.1,1023.6,11.4,7.9,79,0.5,30,2.2,30,0,0,...,0,...,0,...,2021/1/2
4,1013.3,1023.7,12.8,7.3,69,1.8,20,4.4,20,0,0,...,0,...,0,...,2021/1/2
5,1013,1023.4,12.5,7.6,72,1.6,20,5.2,20,0,0,...,0,12,0,0,2021/1/2
6,1012.2,1022.7,10.8,7.9,82,0.2,0,3,360,0,0,0,0,...,0,...,2021/1/2
7,1011.7,1022.2,10.3,7.7,84,0.2,0,1.2,70,0,0,0,0.01,...,0,...,2021/1/2
8,1012.1,1022.5,12.9,8.6,75,1.1,30,6.1,30,0,0,0.5,0.31,20,0,0,2021/1/2
9,1012.6,1022.9,14.8,8.7,67,2.7,20,5.2,30,0,0,1,1.09,20,1,0,2021/1/2
10,1012.7,1023,16.8,8.8,59,1.2,350,4.7,40,0,0,1,1.78,...,3,...,2021/1/2
11,1012,1022.2,18.3,9.4,56,2.1,360,5.3,20,0,0,1,2.3,20,5,0,2021/1/2
12,1010.7,1020.9,19.1,9,52,2,340,7.1,340,0,0,1,2.62,...,6,...,2021/1/2
13,1009.4,1019.5,20.1,9.1,49,2.3,360,6.8,360,0,0,1,2.68,...,6,...,2021/1/2
14,1008.6,1018.7,20.9,9.2,47,2.1,350,6.6,170,0,0,1,2.36,20,5,0,2021/1/2
15,1008.2,1018.3,20.7,9.3,48,2.6,10,6,20,0,0,1,1.86,...,3,...,2021/1/2
16,1008.5,1018.6,20.4,9.4,49,1.7,360,5.9,340,0,0,1,1.18,...,1,...,2021/1/2
17,1008.9,1019.1,18.8,9.9,56,1.6,350,5.8,20,0,0,1,0.44,20,0,0,2021/1/2
18,1009.4,1019.6,17.6,10.3,62,1.6,340,4.5,330,0,0,0.1,0.02,...,0,...,2021/1/2
19,1009.8,1020,16.5,10.1,66,0.6,320,3.1,350,0,0,0,0,...,0,...,2021/1/2
20,1010.3,1020.6,15.1,10.3,73,0.2,0,2.4,340,0,0,...,0,12,0,0,2021/1/2
21,1011,1021.3,14.2,10.6,79,0.7,150,1.9,160,0,0,...,0,10,0,0,2021/1/2
22,1011.4,1021.7,14.1,10.5,79,0.4,110,2.4,170,0,0,...,0,...,0,...,2021/1/2
23,1011.5,1021.9,13.1,10.5,84,0.1,0,1.3,90,0,0,...,0,12,0,0,2021/1/2
24,1011.7,1022.1,13,10.5,85,0.3,100,1.1,140,0,0,...,0,...,0,...,2021/1/2
1,1011.9,1022.3,12.2,9.8,85,0,0,1.4,140,0,0,...,0,...,0,...,2021/1/3
2,1011.7,1022.1,12.2,10.1,87,0.1,0,1.7,350,0,0,...,0,10,0,0,2021/1/3
3,1011.5,1021.9,11.9,9.8,87,0.5,100,1.6,130,0,0,...,0,...,0,...,2021/1/3
4,1011.6,1022,11.5,9.4,87,0.2,0,1.1,140,0,0,...,0,...,0,...,2021/1/3
5,1011.9,1022.4,11.3,9.2,87,0.3,150,0.9,90,0,0,...,0,12,0,0,2021/1/3
6,1012.5,1023,10.8,9.1,89,0.4,140,1,140,0,0,0,0,...,0,...,2021/1/3
7,1012.7,1023.2,11.2,9.1,87,0.3,110,1.5,140,0,0,0,0.01,...,0,...,2021/1/3
8,1012.8,1023.2,12.6,9.4,81,0,0,1.3,140,0,0,0.5,0.32,12,0,0,2021/1/3
9,1012.8,1023.1,15.6,9.7,68,0.3,180,1.3,160,0,0,1,1.14,12,1,0,2021/1/3
10,1012.2,1022.4,18.1,9.5,57,0.8,240,2.3,240,0,0,1,1.83,...,3,...,2021/1/3
11,1011.4,1021.5,20.6,10.1,51,0.7,330,3,260,0,0,1,2.34,12,5,0,2021/1/3
12,1010.5,1020.6,21.8,10.9,50,1.6,330,4.6,310,0,0,1,2.67,...,6,...,2021/1/3
13,1009.6,1019.6,22.7,12.4,52,2,320,5.9,350,0,0,1,2.71,...,6,...,2021/1/3
14,1009.1,1019.1,22.1,13.2,57,2.6,330,7.1,310,0,0,1,2.39,12,5,0,2021/1/3
15,1008.9,1019,21.6,13.3,59,2.7,360,8.7,300,0,0,1,1.89,...,3,...,2021/1/3
16,1009.3,1019.4,21.2,13.4,61,2.3,350,7.9,360,0,0,1,1.21,...,1,...,2021/1/3
17,1010.1,1020.2,20,13.7,67,2.1,340,6.2,20,0,0,1,0.45,15,0,0,2021/1/3
18,1010.5,1020.7,18.4,13.9,75,2.2,360,6.5,360,0,0,0.1,0.02,...,0,...,2021/1/3
19,1011.3,1021.5,17.6,13.9,79,2.3,360,5.8,350,0,0,0,0,...,0,...,2021/1/3
20,1011.7,1021.9,17.2,13.7,80,2.2,350,5.8,350,0,0,...,0,15,0,0,2021/1/3
21,1011.9,1022.2,16.9,13.6,81,1.7,20,6,20,0,0,...,0,15,0,0,2021/1/3
22,1012.1,1022.4,17,13.7,81,1.7,20,6.4,360,0,0,...,0,...,0,...,2021/1/3
23,1012.3,1022.6,16.9,13.8,82,1.2,30,6.3,10,0,0,...,0,15,0,0,2021/1/3
24,1012.2,1022.5,15.8,13.3,85,0.5,50,4.1,60,0,0,...,0,...,0,...,2021/1/3
1,1012.1,1022.4,14.6,13,90,0,0,1.7,70,0,0,...,0,...,0,...,2021/1/4
2,1011.7,1022,14.3,13,92,0.3,330,1.9,300,0,0,...,0,15,0,0,2021/1/4
3,1011.3,1021.7,13.7,12.4,92,0.2,0,1.6,100,0,0,...,0,...,0,...,2021/1/4
4,1010.4,1020.7,14.1,12.5,90,1,30,2.5,20,0,0,...,0,...,0,...,2021/1/4
5,1010.2,1020.6,13.4,12.3,93,0.3,360,2.1,30,0,0,...,0,20,0,0,2021/1/4
6,1010.4,1020.8,12.9,11.6,92,0.1,0,1.3,140,0,0,0,0,...,0,...,2021/1/4
7,1010.8,1021.2,13.2,11.9,92,0.6,50,2.5,40,0,0,0,0.01,...,0,...,2021/1/4
8,1011.2,1021.5,15.9,12.5,80,0.7,100,3.9,360,0,0,0.5,0.33,20,0,0,2021/1/4
9,1011.5,1021.7,18.8,13,69,1.5,360,4.8,20,0,0,1,1.15,20,1,0,2021/1/4
10,1011,1021.1,20.3,14.4,69,2.1,10,6.3,30,0,0,1,1.85,...,3,...,2021/1/4
11,1010,1020.1,20.6,14.7,69,2.2,330,5.5,350,0,0,1,2.36,20,5,0,2021/1/4
12,1009,1019.1,20.9,15.5,71,2.2,330,6.6,340,0,0,1,2.66,...,7,...,2021/1/4
13,1008.2,1018.3,21,15.6,71,3.3,350,7,360,0,0,1,2.68,...,7,...,2021/1/4
14,1007.7,1017.8,20.6,15.4,72,2.9,340,8.5,310,0,0,1,2.37,20,5,1,2021/1/4
15,1007.6,1017.7,20,15.2,74,2.6,350,6.8,360,0,0,1,1.87,...,3,...,2021/1/4
16,1008,1018.1,19.3,15.6,79,1.7,340,7.2,360,0,0,1,1.17,...,1,...,2021/1/4
17,1008.4,1018.5,18.8,15.5,81,2,350,5.9,340,0,0,1,0.42,20,0,0,2021/1/4
18,1009,1019.2,18.1,15.7,86,2,360,6.3,350,0,0,0,0.02,...,0,...,2021/1/4
19,1009.4,1019.6,18.1,15.9,87,1.7,360,5.5,30,0,0,0,0,...,0,...,2021/1/4
20,1009.6,1019.8,17.9,15.7,87,2.1,360,4.3,360,0,0,...,0,12,0,9,2021/1/4
21,1009.4,1019.6,17.9,15.9,88,1.2,360,4.7,350,0,0,...,0,12,0,8,2021/1/4
22,1009.4,1019.6,17.6,15.8,89,1.1,360,2.6,20,0,0,...,0,...,0,...,2021/1/4
23,1009.8,1020,17.2,15.6,90,0.7,350,3.7,30,0,0,...,0,10,0,0,2021/1/4
24,1009.8,1020,17.3,16,92,0.7,10,3.3,30,0,0,...,0,...,0,...,2021/1/4
1,1009.7,1019.9,16.5,14.5,88,0.3,160,2.9,30,0,0,...,0,...,0,...,2021/1/5
2,1009.6,1019.8,16.4,14.4,88,0.3,120,1.4,140,0,0,...,0,10,0,10,2021/1/5
3,1009,1019.2,16.3,14.5,89,0,0,1.8,110,0,0,...,0,...,0,...,2021/1/5
4,1008.5,1018.7,16.9,15.3,90,1,360,2.4,360,0,0,...,0,...,0,...,2021/1/5
5,1008.3,1018.5,16.8,14.8,88,1.1,360,4,40,0,0,...,0,15,0,3,2021/1/5
6,1008.5,1018.8,15.4,14.3,93,0.4,180,3.2,350,0,0,0,0,...,0,...,2021/1/5
7,1009.1,1019.4,14.5,13.5,94,0.1,0,1.6,120,0,0,0,0.01,...,0,...,2021/1/5
8,1009.5,1019.8,16.2,13.7,85,0.2,0,1.2,140,0,0,0.5,0.39,20,0,3,2021/1/5
9,1009.5,1019.7,18.8,14.5,76,0.4,80,1.9,180,0,0,1,1.14,20,1,1,2021/1/5
10,1009.2,1019.3,20.4,14.3,68,1.5,360,4.3,360,0,0,1,1.79,...,3,...,2021/1/5
11,1008,1018,22.3,14.9,63,0.7,40,3.7,330,0,0,1,2.35,20,5,0,2021/1/5
12,1006.9,1016.9,23,14.3,58,0.8,340,4.1,350,0,0,1,2.64,...,6,...,2021/1/5
13,1006.1,1016.1,22.8,13.9,57,2.8,360,7.4,350,0,0,1,2.69,...,6,...,2021/1/5
14,1005.6,1015.6,22.5,13.9,58,3.3,10,8.2,350,0,0,1,2.31,20,5,3,2021/1/5
15,1006,1016,21.3,13.5,61,3.4,350,8.7,20,0,0,1,1.81,...,3,...,2021/1/5
16,1006.6,1016.7,19.9,13.4,66,4.2,360,9.8,180,0,0,1,1.08,...,1,...,2021/1/5
17,1007.3,1017.5,18.3,13.2,72,2.9,20,10.1,360,0,0,0.5,0.34,20,0,3,2021/1/5
18,1008.2,1018.4,17.6,12.9,74,2.6,20,10.2,20,0,0,0,0.01,...,0,...,2021/1/5
19,1008.5,1018.7,17.4,12.7,74,3.2,20,8.2,20,0,0,0,0,...,0,...,2021/1/5
20,1008.8,1019,17.1,12.8,76,2.9,30,7.2,20,0,0,...,0,12,0,9,2021/1/5
21,1008.9,1019.1,16.9,12.7,76,2.4,20,6.5,30,0,0,...,0,12,0,8,2021/1/5
22,1008.6,1018.8,16.5,12.5,77,3.1,30,7.8,50,0,0,...,0,...,0,...,2021/1/5
23,1008.2,1018.4,16.4,12.2,76,2.2,20,7.1,20,0,0,...,0,12,0,8,2021/1/5
24,1008.2,1018.4,16.3,11.7,74,1.6,10,5.8,20,0,0,...,0,...,0,...,2021/1/5
1,1008.3,1018.5,16,11.8,76,1.5,30,4.8,10,0,0,...,0,...,0,...,2021/1/6
2,1008.3,1018.6,15.9,11.7,76,2.1,20,5.8,20,0,0,...,0,12,0,9,2021/1/6
3,1008.1,1018.3,15.9,11.7,76,2.1,30,6.1,20,0,0,...,0,...,0,...,2021/1/6
4,1008,1018.2,16,11.6,75,2.3,20,6.4,360,0,0,...,0,...,0,...,2021/1/6
5,1008,1018.2,16.1,11.5,74,1.9,20,6.9,20,0,0,...,0,12,0,10,2021/1/6
6,1008.3,1018.5,16,11.4,74,1.7,360,4.7,330,0,0,0,0,...,0,...,2021/1/6
7,1008.9,1019.1,16.2,11.4,73,1.4,20,5.5,350,0,0,0,0,...,0,...,2021/1/6
8,1009.4,1019.7,16.1,11.7,75,1.3,30,4.1,10,0,0,0,0.05,12,0,10,2021/1/6
9,1009.5,1019.7,16.3,12.1,76,1.3,30,3.6,20,0,0,0,0.16,12,0,10,2021/1/6
10,1008.8,1019,16.9,12,73,1.1,30,3.9,350,0,0,0,0.33,...,1,...,2021/1/6
11,1007.7,1017.9,17.1,12,72,1.4,20,4.3,360,0,0,0,0.31,18,1,10,2021/1/6
12,1006.6,1016.8,17.2,12.5,74,1.2,330,3.6,40,0,0,0,0.43,...,2,...,2021/1/6
13,1005.8,1016,17.4,12.7,74,1.2,320,3.1,300,0,0,0,0.41,...,1,...,2021/1/6
14,1005.5,1015.7,16.3,13.2,82,1.6,340,5,340,0,0,0,0.21,10,1,10,2021/1/6
15,1005.2,1015.4,16.2,13.7,85,2.1,20,4.8,40,0,0,0,0.23,...,1,...,2021/1/6
16,1005.7,1015.9,16.4,13.5,83,1.6,320,3.5,320,0,0,0,0.21,...,0,...,2021/1/6
17,1006,1016.2,16.4,13.5,83,1.2,320,3.5,320,0,0,0,0.07,12,0,8,2021/1/6
18,1006.5,1016.7,16.1,13.4,84,1.5,360,4.7,350,0,0,0,0.01,...,0,...,2021/1/6
19,1007.1,1017.3,16,13.1,83,2.3,20,6.2,10,0,0,0,0,...,0,...,2021/1/6
20,1007.7,1017.9,16,12.8,81,1.7,320,4.1,310,0,0,...,0,12,0,10,2021/1/6
21,1008.1,1018.4,15.6,12.4,81,1.7,350,4.3,320,0,0,...,0,12,0,10,2021/1/6
22,1008,1018.3,15.7,12.5,81,1.6,10,5.1,360,0,0,...,0,...,0,...,2021/1/6
23,1008.4,1018.7,15.1,12.8,86,1.6,360,4.5,340,T,0.3,...,0,10,0,10,2021/1/6
24,1008.1,1018.4,15,12.9,87,1.9,20,5.6,10,T,0.4,...,0,...,0,...,2021/1/6
1,1008.2,1018.5,14.9,12.8,87,1.2,340,4.7,20,T,0.3,...,0,...,0,...,2021/1/7
2,1007.9,1018.2,14.2,12.9,92,2.7,20,4.9,20,T,0.7,...,0,5,0,10,2021/1/7
3,1007.6,1017.9,14.4,12.4,88,2.6,360,6.1,20,T,0.2,...,0,...,0,...,2021/1/7
4,1007.7,1018,14.4,12.3,87,2.8,20,5.9,10,T,0.2,...,0,...,0,...,2021/1/7
5,1007.9,1018.2,14.5,12,85,2.1,360,6.7,30,T,0.1,...,0,12,0,10,2021/1/7
6,1008.2,1018.5,14.1,12,87,2.1,30,7.9,30,T,0.2,0,0,...,0,...,2021/1/7
7,1008.8,1019.1,14.3,11.6,84,3.2,20,7,10,T,0.5,0,0,...,0,...,2021/1/7
8,1009.7,1020,14.2,11.5,84,2.3,20,7.1,350,T,0.3,0,0.08,15,0,10,2021/1/7
9,1009.6,1019.9,14.3,11.1,81,3.9,20,9.2,20,0,0,0,0.33,20,1,10,2021/1/7
10,1009.5,1019.8,15.2,10.8,75,2.9,20,8.2,20,0,0,0,0.46,...,1,...,2021/1/7
11,1008.8,1019.1,15.2,10.6,74,2.5,20,7,20,0,0,0,0.75,20,2,10,2021/1/7
12,1008.3,1018.6,14.5,10.3,76,3.3,20,8,60,0,0,0,0.59,...,2,...,2021/1/7
13,1007.5,1017.8,15.3,10.1,71,2.2,10,9.8,20,0,0,0,0.91,...,3,...,2021/1/7
14,1007.5,1017.8,14.8,9.4,70,3.1,20,8.8,330,0,0,0,0.8,20,2,10,2021/1/7
15,1006.7,1016.9,15.6,9.7,68,2.4,30,9.3,20,0,0,0.1,1.1,...,2,...,2021/1/7
16,1006.9,1017.2,14.7,8.7,67,3.3,10,9.3,350,0,0,1,1.24,...,1,...,2021/1/7
17,1007.5,1017.8,14.1,8.3,68,3.3,360,8.1,10,0,0,0,0.29,20,0,10,2021/1/7
18,1008.6,1019,13,7.9,71,3.2,20,11.4,10,0,0,0,0.01,...,0,...,2021/1/7
19,1009.3,1019.7,12.9,8,72,2.7,20,7.3,10,0,0,0,0,...,0,...,2021/1/7
20,1009.9,1020.3,12.6,7.9,73,2.7,20,7.7,40,0,0,...,0,12,0,10,2021/1/7
21,1010,1020.4,12.4,7.7,73,2.4,20,7.3,20,0,0,...,0,12,0,9,2021/1/7
22,1010.7,1021.2,10.8,8,83,3.7,20,8.1,20,T,0.2,...,0,...,0,...,2021/1/7
23,1010.9,1021.4,10.3,7.9,85,4.1,20,8.5,30,T,0.2,...,0,10,0,10,2021/1/7
24,1011.1,1021.6,10.7,7,78,3.2,20,8.4,20,T,0.2,...,0,...,0,...,2021/1/7
1,1011.1,1021.6,10.8,6.4,74,2.7,20,7.1,360,0,0,...,0,...,0,...,2021/1/8
2,1011,1021.5,10.3,5.9,74,2.4,10,8.6,30,0,0,...,0,12,0,10,2021/1/8
3,1011.1,1021.6,9.6,5.4,75,4.2,20,9.5,30,0,0,...,0,...,0,...,2021/1/8
4,1011.2,1021.7,8.7,4.7,76,4.9,20,9.5,30,0,0,...,0,...,0,...,2021/1/8
5,1011.2,1021.8,8.4,4.4,76,3.7,10,10.7,20,0,0,...,0,12,0,10,2021/1/8
6,1012,1022.6,8,4.4,78,4.5,20,9.2,10,0,0,0,0,...,0,...,2021/1/8
7,1012.3,1022.9,8.4,4.2,75,2.1,30,9.1,20,0,0,0,0,...,0,...,2021/1/8
8,1012.8,1023.4,8.6,4.2,74,3.3,20,7.3,30,0,0,0,0.03,15,0,10,2021/1/8
9,1013.3,1023.9,8.8,4.2,73,2.8,360,7.5,20,0,0,0,0.12,15,0,10,2021/1/8
10,1013.3,1023.9,9,4.4,73,2.8,20,7.9,10,0,0,0,0.25,...,1,...,2021/1/8
11,1012.8,1023.3,9.5,4.5,71,2.9,10,8.1,10,0,0,0,0.35,12,1,10,2021/1/8
12,1011.7,1022.2,10.3,4.5,67,2.6,20,9,40,0,0,0,0.66,...,2,...,2021/1/8
13,1011.2,1021.7,10.2,4.1,66,2.8,10,6.9,10,0,0,0,0.6,...,2,...,2021/1/8
14,1011,1021.5,10.1,4.3,67,3,10,8.3,360,0,0,0,0.57,15,2,10,2021/1/8
15,1011.2,1021.7,9.4,4,69,2,20,7.7,320,0,0,0,0.33,...,1,...,2021/1/8
16,1011.8,1022.3,8.9,3.7,70,2.6,360,7.4,20,0,0,0,0.17,...,0,...,2021/1/8
17,1012.4,1023,8.6,3.4,70,2.4,10,7.4,20,0,0,0,0.07,12,0,10,2021/1/8
18,1012.9,1023.5,8.5,3.2,69,2,20,8,10,0,0,0,0.01,...,0,...,2021/1/8
19,1013.3,1023.9,8.5,3.2,69,2.3,30,7.8,30,0,0,0,0,...,0,...,2021/1/8
20,1013.3,1023.9,8.3,3,69,2.3,30,7.4,20,0,0,...,0,20,0,10,2021/1/8
21,1013.1,1023.7,8.4,2.6,67,2,10,7,350,0,0,...,0,20,0,10,2021/1/8
22,1012.9,1023.5,8.6,2.2,64,2.3,30,6.8,20,0,0,...,0,...,0,...,2021/1/8
23,1012.6,1023.2,8.9,1.3,59,2.5,20,6.4,40,0,0,...,0,20,0,10,2021/1/8
24,1012.3,1022.8,9,1,57,2.8,20,5.8,20,0,0,...,0,...,0,...,2021/1/8
1,1012.6,1023.1,9,0.7,56,1.9,30,5,40,0,0,...,0,...,0,...,2021/1/9
2,1012.6,1023.2,8.8,0.8,57,2.4,10,4.8,360,0,0,...,0,20,0,9,2021/1/9
3,1012.1,1022.7,8.6,0.6,57,2.1,10,6.3,10,0,0,...,0,...,0,...,2021/1/9
4,1012,1022.6,8.5,0.5,57,2.3,20,6.7,350,0,0,...,0,...,0,...,2021/1/9
5,1012.1,1022.7,8.5,0.7,58,2,20,6.6,40,0,0,...,0,20,0,10,2021/1/9
6,1012.3,1022.9,8.3,1,60,3.6,20,7.3,10,0,0,0,0,...,0,...,2021/1/9
7,1012.4,1023,8.2,0.9,60,2.1,10,8.6,20,0,0,0,0.01,...,0,...,2021/1/9
8,1013.1,1023.7,8.5,1,59,3.5,10,7.6,30,0,0,0,0.18,20,0,8,2021/1/9
9,1013.4,1023.9,10.5,1.3,53,1.9,20,7.3,20,0,0,0.7,0.84,20,1,0,2021/1/9
10,1013.5,1023.9,12.4,1.7,48,3,20,8.2,20,0,0,1,1.89,...,3,...,2021/1/9
11,1012.6,1023,13.3,1.6,45,2.3,350,6.1,360,0,0,0.9,2.16,20,4,0,2021/1/9
12,1011.7,1022.1,14,1.6,43,3.2,360,8.5,350,0,0,0.9,2.48,...,5,...,2021/1/9
13,1010.7,1021,14.5,1.8,42,3.4,360,9.4,360,0,0,0.6,2.1,...,5,...,2021/1/9
14,1009.8,1020.1,14.3,2.2,44,3.4,360,8.2,360,0,0,0.8,2.2,20,4,7,2021/1/9
15,1009.7,1020,14.7,2.6,44,1.6,360,7.2,10,0,0,0.6,1.63,...,3,...,2021/1/9
16,1010,1020.4,12.6,2.5,50,2.7,360,7.9,350,0,0,0,0.46,...,1,...,2021/1/9
17,1010.8,1021.2,11.3,2.1,53,2.7,10,9.8,30,0,0,0.7,0.48,20,0,3,2021/1/9
18,1011.6,1022.1,9.8,1.7,57,4.5,20,9.9,40,0,0,0.2,0.03,...,0,...,2021/1/9
19,1011.7,1022.2,9.6,2,59,1.7,20,7.7,20,0,0,0,0,...,0,...,2021/1/9
20,1012.2,1022.7,9,1.9,61,1.7,360,5.2,340,0,0,...,0,15,0,0,2021/1/9
21,1012.5,1023.1,8.6,2.2,64,2.2,10,6.3,360,0,0,...,0,15,0,0,2021/1/9
22,1012.6,1023.2,8.6,2.4,65,1.5,30,7,20,0,0,...,0,...,0,...,2021/1/9
23,1012.6,1023.2,8.9,2.3,63,2,20,4.5,30,0,0,...,0,15,0,9,2021/1/9
24,1013,1023.6,8.9,2.5,64,1.6,20,4,20,0,0,...,0,...,0,...,2021/1/9
1,1013.1,1023.7,8.9,3.1,67,0.5,60,3.1,20,0,0,...,0,...,0,...,2021/1/10
2,1012.9,1023.4,9.2,3.2,66,0.5,30,2.3,360,0,0,...,0,15,0,9,2021/1/10
3,1012.4,1022.9,9,3.2,67,0.5,250,1.8,30,0,0,...,0,...,0,...,2021/1/10
4,1011.8,1022.3,8.8,3.4,69,0.5,330,1.5,300,0,0,...,0,...,0,...,2021/1/10
5,1011.7,1022.2,8.8,3.2,68,0.9,330,2.4,340,0,0,...,0,15,0,0,2021/1/10
6,1011.9,1022.5,7.6,3.3,74,0.4,20,2.6,320,0,0,0,0,...,0,...,2021/1/10
7,1012,1022.6,7.4,3.8,78,0.2,0,0.9,120,0,0,0,0.01,...,0,...,2021/1/10
8,1012.3,1022.8,9.4,5,74,0.3,360,1.2,170,0,0,0.5,0.29,20,0,0,2021/1/10
9,1012.7,1023.2,11.6,4.8,63,0.7,220,1.7,190,0,0,1,1.06,20,1,0,2021/1/10
10,1012.7,1023,14.6,5.9,56,1.4,10,2.7,310,0,0,1,1.75,...,3,...,2021/1/10
11,1012,1022.3,16.9,5.8,48,1.8,340,3.9,20,0,0,1,2.3,20,4,0,2021/1/10
12,1010.8,1021,18.3,6.5,46,1.8,330,4.5,310,0,0,1,2.64,...,6,...,2021/1/10
13,1009.9,1020,19.3,6.8,44,1.9,340,4.4,330,0,0,1,2.71,...,6,...,2021/1/10
14,1009.1,1019.3,18.6,6.1,44,2.6,360,6.7,320,0,0,1,2.39,20,5,2,2021/1/10
15,1008.5,1018.7,18.6,5.8,43,2.3,340,6.8,300,0,0,1,1.89,...,3,...,2021/1/10
16,1008.8,1019,17.6,5.9,46,2.1,350,6.1,320,0,0,0.9,1.12,...,1,...,2021/1/10
17,1009.3,1019.6,16.1,6,51,2.1,340,9,340,0,0,0.8,0.45,20,0,3,2021/1/10
18,1009.9,1020.2,15.5,6.5,55,2.2,360,5.1,20,0,0,0,0.02,...,0,...,2021/1/10
19,1010.2,1020.5,15.4,6.7,56,1.1,360,4.8,30,0,0,0,0,...,0,...,2021/1/10
20,1010.6,1020.9,14.9,7,59,0.8,350,3.1,340,0,0,...,0,12,0,8,2021/1/10
21,1011.1,1021.4,14.6,6.9,60,0.6,350,2.4,320,0,0,...,0,12,0,9,2021/1/10
22,1011.3,1021.7,14,7.5,65,0.3,90,2.3,300,0,0,...,0,...,0,...,2021/1/10
23,1011.2,1021.5,14.2,7.5,64,0.4,270,1.3,310,0,0,...,0,12,0,10,2021/1/10
24,1011.1,1021.4,14.1,7.4,64,0.9,330,2.6,300,0,0,...,0,...,0,...,2021/1/10
1,1011.5,1021.9,13.7,7.9,68,0.9,340,2.1,330,T,0.2,...,0,...,0,...,2021/1/11
2,1011.6,1022,12.5,10.1,85,0.5,70,2.4,360,T,0.5,...,0,12,0,10,2021/1/11
3,1011.5,1021.9,12.4,10.8,90,0.5,60,1.9,80,T,0.6,...,0,...,0,...,2021/1/11
4,1011,1021.4,12.2,11.3,94,0.8,310,2,20,1,0.7,...,0,...,0,...,2021/1/11
5,1011.1,1021.5,12.3,11,92,0.8,350,2.8,330,T,0.3,...,0,12,0,10,2021/1/11
6,1011.7,1022.1,12.2,10.4,89,0.9,320,2.9,320,T,0.4,0,0,...,0,...,2021/1/11
7,1012.3,1022.7,12.1,10.3,89,1.7,360,4.2,350,T,0.3,0,0,...,0,...,2021/1/11
8,1013.3,1023.7,12.4,10.3,87,1.8,350,5.9,350,T,0.3,0,0.07,12,0,10,2021/1/11
9,1013.6,1024,12.8,10,83,2.2,20,5.7,30,0,0,0,0.16,12,0,10,2021/1/11
10,1013.7,1024.1,13.6,10.2,80,1.3,360,5.7,20,0,0,0,0.45,...,1,...,2021/1/11
11,1012.8,1023.2,14.1,10.1,77,1.6,10,7,360,0,0,0,0.7,15,2,10,2021/1/11
12,1012,1022.4,14.1,10.3,78,2.2,350,5.2,360,0,0,0,0.87,...,3,...,2021/1/11
13,1011.6,1022,13.8,9.8,77,2.7,20,7.8,30,0,0,0,0.79,...,3,...,2021/1/11
14,1010.8,1021.2,13.5,9.8,78,2.9,20,9,360,0,0,0,0.51,12,2,10,2021/1/11
15,1010.8,1021.2,12.2,8.7,79,3.3,20,9.7,10,0,0,0,0.27,...,1,...,2021/1/11
16,1011.2,1021.6,11.7,7.6,76,4.8,20,10.8,40,0,0,0,0.35,...,1,...,2021/1/11
17,1011.5,1022,11.2,7.3,77,3,20,9,20,0,0,0,0.06,10,0,10,2021/1/11
18,1011.6,1022.1,11,7.3,78,3.8,20,8.2,20,T,0.2,0,0.01,...,0,...,2021/1/11
19,1012.5,1023,10.7,7.4,80,2.6,10,7.7,10,T,0.3,0,0,...,0,...,2021/1/11
20,1012.9,1023.4,10.6,7.3,80,4,20,9.9,360,T,0.2,...,0,12,0,10,2021/1/11
21,1013,1023.5,10.4,7.8,84,2.7,10,8.8,30,T,0.2,...,0,10,0,10,2021/1/11
22,1013.2,1023.7,9.9,7.7,86,3.3,30,9.2,20,T,0.5,...,0,...,0,...,2021/1/11
23,1013.2,1023.7,9.7,7,83,2.7,20,8.2,20,T,0.4,...,0,10,0,10,2021/1/11
24,1013.7,1024.2,9.3,6.9,85,1.9,20,8.4,360,T,0.7,...,0,...,0,...,2021/1/11
1,1013.2,1023.8,8.9,7.2,89,1.9,10,7.4,360,1,1,...,0,...,0,...,2021/1/12
2,1012.9,1023.4,9.1,6.9,86,2.4,10,5.9,340,0.5,0.5,...,0,12,0,10,2021/1/12
3,1012.4,1022.9,8.9,6.5,85,2.3,20,6.6,20,T,0.6,...,0,...,0,...,2021/1/12
4,1012.2,1022.8,8.4,6.7,89,1.2,50,6.7,30,1,1,...,0,...,0,...,2021/1/12
5,1011.8,1022.4,8.7,6.3,85,2.1,20,5.5,350,1,1,...,0,10,0,10,2021/1/12
6,1012,1022.5,8.8,6.1,83,1.7,20,4.7,20,T,0.1,0,0,...,0,...,2021/1/12
7,1012.1,1022.7,8.8,6.6,86,1,40,4,50,0,0,0,0.01,...,0,...,2021/1/12
8,1012.4,1022.9,10.1,4.7,69,1.4,40,6.3,360,0,0,0,0.16,12,0,10,2021/1/12
9,1012.5,1023,11.1,4.1,62,2.5,20,6.9,30,0,0,0,0.46,10,1,10,2021/1/12
10,1012.5,1023,11.6,3.6,58,2.6,40,11.5,360,0,0,0,0.73,...,2,...,2021/1/12
11,1012.1,1022.5,12.4,4.1,57,2.2,30,9.4,40,0,0,0.1,0.96,15,3,8,2021/1/12
12,1011,1021.4,13.9,4.2,52,1.9,30,6,20,0,0,0.7,2.25,...,5,...,2021/1/12
